id,name,category,price
1504,Solar Pass,Puzzle,28.59
1505,Neon Gem,Puzzle,68.02
1506,Neon Pack,RPG,13.59
1507,Quantum Token,Simulation,24.89
1508,Mystic Gem,Simulation,11.9
1509,Void Chest,Sports,28.55
1510,Crimson Crate,Puzzle,6.91
1511,Neon Upgrade,Casual,27.01
1512,Neon Booster,Sports,36.94
1513,Void Skin,Adventure,20.2
1514,Solar Chest,RPG,26.09
1515,Shadow Pack,Shooter,12.63
1516,Void Skin,Puzzle,27.06
1517,Azure Gem,Sports,42.15
1518,Void Gem,Puzzle,50.74
1519,Legendary Skin,Strategy,18.72
1520,Legendary Bundle,Racing,13.76
1521,Solar Crate,Casual,10.17
1522,Solar Gem,Simulation,50.9
1523,Crimson Pass,Puzzle,17.23
1524,Quantum Chest,Adventure,17.73
1525,Mystic Chest,RPG,6.39
1526,Crimson Booster,Adventure,20.24
1527,Solar Token,Simulation,130.4
1528,Crimson Pack,RPG,76.55
1529,Void Crate,RPG,25.27
1530,Mystic Crate,Strategy,55.46
1531,Azure Pass,Shooter,16.46
1532,Epic Gem,Casual,61.44
1533,Epic Pack,Adventure,27.93
1534,Epic Pack,Strategy,37.05
1535,Quantum Gem,Shooter,17.75
1536,Legendary Pack,RPG,33.49
1537,Shadow Upgrade,Sports,154.03
1538,Legendary Skin,Puzzle,45.75
1539,Azure Pack,Shooter,17.63
1540,Epic Chest,Shooter,6.69
1541,Legendary Pack,Puzzle,16.11
1542,Quantum Bundle,Strategy,26.0
1543,Mystic Gem,Racing,17.41
1544,Epic Booster,Simulation,26.5
1545,Mystic Chest,Racing,22.01
1546,Void Upgrade,Shooter,45.36
1547,Neon Booster,Strategy,8.23
1548,Neon Token,Simulation,22.94
1549,Mystic Skin,Strategy,31.39
1550,Azure Chest,Racing,5.32
1551,Azure Upgrade,Puzzle,13.26
1552,Epic Booster,Strategy,50.13
1553,Azure Pass,RPG,23.54
1554,Solar Token,Racing,32.51
1555,Quantum Bundle,Puzzle,14.86
1556,Solar Token,Puzzle,12.23
1557,Quantum Upgrade,Adventure,24.25
1558,Crimson Crate,Shooter,57.55
1559,Crimson Upgrade,Simulation,18.93
1560,Shadow Pack,Simulation,23.69
1561,Azure Pack,Strategy,30.86
1562,Shadow Gem,RPG,42.75
1563,Epic Crate,Racing,37.87
1564,Neon Pack,Simulation,43.45
1565,Shadow Bundle,Adventure,11.07
1566,Mystic Chest,Simulation,26.46
1567,Solar Chest,Casual,22.59
1568,Void Booster,Puzzle,17.59
1569,Void Pack,Racing,17.2
1570,Legendary Bundle,Shooter,51.0
1571,Shadow Token,Shooter,13.11
1572,Mystic Bundle,RPG,7.31
1573,Crimson Gem,Shooter,16.12
1574,Solar Booster,Shooter,11.29
1575,Quantum Bundle,Adventure,39.77
1576,Neon Crate,RPG,22.38
1577,Epic Pass,Adventure,38.01
1578,Quantum Bundle,RPG,16.03
1579,Crimson Skin,Shooter,14.31
1580,Quantum Crate,Racing,53.57
1581,Mystic Crate,Racing,27.48
1582,Quantum Skin,Racing,23.56
1583,Mystic Pack,Sports,20.21
1584,Solar Bundle,Shooter,13.53
1585,Mystic Booster,Puzzle,18.79
1586,Neon Chest,Adventure,29.39
1587,Void Pass,Strategy,63.41
1588,Void Bundle,Casual,31.24
1589,Void Pack,Casual,9.51
1590,Epic Bundle,Casual,27.33
1591,Legendary Skin,Racing,31.34
1592,Solar Upgrade,Racing,58.97
1593,Epic Bundle,Strategy,36.66
1594,Shadow Skin,Racing,19.68
1595,Quantum Upgrade,Puzzle,26.07
1596,Neon Token,Simulation,17.51
1597,Shadow Booster,Casual,26.58
1598,Void Crate,Racing,131.45
1599,Mystic Token,Puzzle,34.97
1600,Solar Chest,Strategy,6.33
1601,Epic Gem,Casual,23.98
1602,Mystic Token,Simulation,51.53
1603,Solar Bundle,Puzzle,35.6
1604,Crimson Upgrade,Shooter,31.15
1605,Mystic Pass,Simulation,34.56
1606,Solar Skin,Adventure,22.1
1607,Void Bundle,Adventure,24.34
1608,Void Token,Strategy,21.33
1609,Void Gem,Shooter,23.63
1610,Solar Pack,Sports,20.88
1611,Neon Chest,Shooter,29.96
1612,Legendary Chest,Shooter,59.0
1613,Solar Bundle,Shooter,9.98
1614,Shadow Pack,Simulation,27.9
1615,Epic Bundle,Strategy,33.91
1616,Crimson Chest,Strategy,34.23
1617,Legendary Chest,Adventure,14.87
1618,Shadow Booster,Shooter,18.09
1619,Epic Booster,RPG,43.95
1620,Neon Upgrade,Shooter,27.61
1621,Quantum Upgrade,Simulation,22.86
1622,Shadow Gem,Strategy,19.7
1623,Mystic Bundle,RPG,32.92
1624,Shadow Pass,Shooter,23.09
1625,Solar Chest,Casual,44.62
1626,Legendary Upgrade,Puzzle,14.41
1627,Crimson Crate,Strategy,20.48
1628,Epic Crate,Puzzle,53.04
1629,Azure Upgrade,Casual,25.32
1630,Mystic Pack,Simulation,10.59
1631,Mystic Upgrade,Simulation,67.16
1632,Neon Token,Shooter,28.84
1633,Neon Skin,RPG,36.66
1634,Solar Crate,Strategy,15.37
1635,Void Crate,Sports,17.77
1636,Mystic Crate,RPG,20.82
1637,Mystic Chest,Puzzle,14.94
1638,Mystic Upgrade,Casual,19.28
1639,Mystic Pack,Sports,13.37
1640,Void Pack,Shooter,7.99
1641,Neon Skin,Strategy,10.78
1642,Crimson Gem,RPG,14.54
1643,Neon Pass,Adventure,18.74
1644,Mystic Chest,Sports,18.5
1645,Void Bundle,Sports,29.46
1646,Quantum Booster,Simulation,58.91
1647,Solar Pack,Racing,19.72
1648,Shadow Booster,Racing,16.5
1649,Mystic Skin,Casual,51.02
1650,Neon Upgrade,Sports,24.68
1651,Legendary Upgrade,Puzzle,23.57
1652,Azure Pass,Puzzle,41.22
1653,Quantum Skin,Simulation,14.61
1654,Shadow Gem,Puzzle,17.63
1655,Solar Upgrade,Casual,23.18
1656,Crimson Chest,Racing,63.82
1657,Quantum Pack,Adventure,7.56
1658,Crimson Pack,Casual,26.51
1659,Azure Chest,Strategy,15.03
1660,Void Gem,Simulation,9.35
1661,Shadow Crate,Adventure,16.37
1662,Solar Crate,Strategy,24.48
1663,Mystic Crate,Strategy,24.99
1664,Shadow Skin,Sports,16.83
1665,Neon Chest,Casual,34.36
1666,Mystic Crate,RPG,8.59
1667,Void Gem,Casual,18.02
1668,Shadow Token,Sports,39.85
1669,Neon Pack,Strategy,35.29
1670,Epic Token,Casual,89.1
1671,Void Token,RPG,38.4
1672,Neon Token,Puzzle,10.88
1673,Void Pack,Puzzle,44.67
1674,Legendary Token,Puzzle,18.61
1675,Neon Upgrade,Sports,61.1
1676,Mystic Pass,RPG,52.34
1677,Shadow Pack,Casual,10.29
1678,Legendary Upgrade,Simulation,28.93
1679,Legendary Crate,RPG,21.06
1680,Crimson Bundle,Sports,20.29
1681,Epic Crate,Sports,70.88
1682,Legendary Booster,Sports,26.41
1683,Shadow Crate,Strategy,43.17
1684,Shadow Gem,Casual,36.19
1685,Azure Bundle,Puzzle,21.6
1686,Mystic Pass,RPG,28.06
1687,Crimson Gem,Adventure,9.28
1688,Shadow Token,Racing,18.55
1689,Azure Skin,Casual,23.06
1690,Azure Chest,Simulation,22.66
1691,Epic Chest,Adventure,22.1
1692,Legendary Bundle,Puzzle,16.55
1693,Void Token,Simulation,21.48
1694,Quantum Skin,Strategy,10.09
1695,Quantum Token,Adventure,78.54
1696,Mystic Crate,Casual,11.19
1697,Quantum Booster,Racing,19.77
1698,Solar Token,Adventure,35.29
1699,Quantum Pack,Sports,53.36
1700,Shadow Pack,Simulation,54.2
1701,Legendary Pass,Simulation,27.44
1702,Legendary Token,Adventure,13.97
1703,Solar Gem,Puzzle,55.94
1704,Void Booster,Sports,22.66
1705,Solar Pack,Casual,10.75
1706,Quantum Pass,Sports,24.08
1707,Mystic Pass,Casual,20.16
1708,Legendary Token,Sports,15.12
1709,Neon Chest,Shooter,27.42
1710,Crimson Gem,Racing,6.93
1711,Azure Upgrade,Shooter,9.87
1712,Void Bundle,Sports,25.58
1713,Shadow Pack,Shooter,16.86
1714,Crimson Gem,Racing,22.53
1715,Epic Pass,Strategy,65.7
1716,Epic Booster,Puzzle,25.91
1717,Legendary Upgrade,RPG,9.74
1718,Azure Pack,Casual,40.44
1719,Legendary Pack,Puzzle,21.69
1720,Void Chest,RPG,58.06
1721,Crimson Gem,Adventure,27.11
1722,Shadow Skin,Adventure,36.8
1723,Neon Upgrade,Shooter,39.18
1724,Legendary Bundle,Adventure,20.01
1725,Legendary Pass,Sports,10.3
1726,Void Booster,Shooter,62.17
1727,Quantum Pack,Sports,38.07
1728,Quantum Bundle,Racing,31.85
1729,Epic Crate,Racing,16.14
1730,Legendary Chest,Simulation,12.82
1731,Azure Gem,Sports,20.7
1732,Legendary Upgrade,RPG,49.75
1733,Azure Chest,Puzzle,41.74
1734,Legendary Pack,Adventure,8.21
1735,Shadow Token,Casual,39.51
1736,Neon Pass,Puzzle,11.62
1737,Mystic Token,Simulation,23.26
1738,Quantum Bundle,Adventure,20.79
1739,Neon Skin,Shooter,138.3
1740,Neon Pass,Shooter,9.23
1741,Solar Skin,Casual,13.65
1742,Mystic Upgrade,Simulation,6.77
1743,Neon Skin,Adventure,33.44
1744,Void Crate,Adventure,71.39
1745,Legendary Crate,Simulation,46.76
1746,Quantum Gem,Shooter,8.56
1747,Neon Bundle,Simulation,27.15
1748,Epic Skin,Puzzle,45.56
1749,Neon Pack,Shooter,20.25
1750,Void Booster,Simulation,11.97
1751,Crimson Skin,Puzzle,42.45
1752,Azure Pack,Strategy,29.93
1753,Azure Token,Shooter,56.73
1754,Crimson Upgrade,Casual,39.69
1755,Quantum Bundle,Puzzle,176.22
1756,Legendary Pass,Shooter,44.25
1757,Epic Chest,Casual,21.06
1758,Azure Pass,Simulation,10.42
1759,Shadow Booster,Puzzle,16.35
1760,Neon Pack,Adventure,23.71
1761,Legendary Chest,Adventure,31.08
1762,Neon Skin,RPG,47.05
1763,Mystic Gem,Simulation,8.73
1764,Crimson Skin,Puzzle,61.23
1765,Mystic Pack,Casual,18.0
1766,Neon Pass,RPG,14.44
1767,Quantum Pack,Simulation,74.31
1768,Epic Token,Strategy,10.37
1769,Mystic Pass,Strategy,11.62
1770,Epic Crate,Shooter,14.48
1771,Epic Upgrade,Casual,21.26
1772,Shadow Gem,Puzzle,54.02
1773,Mystic Booster,Racing,49.64
1774,Shadow Pass,Strategy,51.55
1775,Neon Crate,RPG,23.81
1776,Shadow Pass,Simulation,22.85
1777,Neon Token,Puzzle,28.55
1778,Crimson Skin,Shooter,31.89
1779,Azure Booster,Adventure,27.29
1780,Neon Chest,Shooter,39.35
1781,Void Gem,Sports,32.93
1782,Solar Pass,Simulation,27.41
1783,Crimson Bundle,Sports,17.39
1784,Void Chest,Sports,43.44
1785,Legendary Booster,Casual,17.75
1786,Shadow Pass,Adventure,26.39
1787,Shadow Token,Sports,14.4
1788,Azure Pack,RPG,15.15
1789,Azure Skin,RPG,9.13
1790,Crimson Chest,Casual,15.7
1791,Quantum Booster,Casual,22.27
1792,Shadow Skin,Racing,19.81
1793,Neon Crate,Sports,44.95
1794,Shadow Upgrade,Racing,17.97
1795,Neon Bundle,Shooter,28.79
1796,Crimson Pass,Simulation,28.12
1797,Void Token,Shooter,21.58
1798,Azure Pack,Puzzle,20.94
1799,Solar Token,Casual,30.5
1800,Epic Upgrade,Racing,12.63
1801,Solar Chest,Casual,40.61
1802,Void Upgrade,Casual,17.02
1803,Epic Bundle,Sports,31.96
1804,Solar Crate,Adventure,24.09
1805,Legendary Upgrade,Sports,57.1
1806,Void Token,Racing,28.86
1807,Solar Booster,RPG,66.42
1808,Quantum Token,Shooter,28.4
1809,Solar Chest,Sports,32.47
1810,Neon Crate,Puzzle,13.89
1811,Azure Bundle,RPG,35.23
1812,Solar Chest,Casual,39.74
1813,Legendary Pass,Sports,12.72
1814,Neon Chest,Racing,11.62
1815,Quantum Bundle,Racing,78.45
1816,Azure Booster,Simulation,27.19
1817,Crimson Crate,Strategy,30.47
1818,Epic Pass,Casual,52.61
1819,Legendary Pack,Strategy,23.87
1820,Void Pass,RPG,15.21
1821,Solar Gem,Racing,18.61
1822,Solar Skin,Adventure,42.23
1823,Void Crate,Racing,10.25
1824,Azure Pass,Racing,24.72
1825,Shadow Chest,Casual,18.35
1826,Shadow Pass,Simulation,33.63
1827,Azure Booster,Puzzle,38.72
1828,Solar Chest,RPG,54.28
1829,Solar Gem,Racing,26.67
1830,Epic Bundle,Shooter,36.68
1831,Void Token,Simulation,12.34
1832,Mystic Skin,Sports,15.52
1833,Quantum Bundle,Casual,53.77
1834,Neon Skin,Strategy,13.06
1835,Legendary Bundle,Casual,97.41
1836,Mystic Crate,Sports,18.52
1837,Quantum Upgrade,Simulation,25.12
1838,Epic Upgrade,Simulation,32.76
1839,Neon Upgrade,Shooter,13.83
1840,Neon Pack,Puzzle,32.31
1841,Shadow Skin,Strategy,44.95
1842,Legendary Bundle,Shooter,17.42
1843,Legendary Skin,Casual,15.68
1844,Crimson Chest,Shooter,48.65
1845,Azure Token,Casual,13.73
1846,Shadow Chest,Adventure,16.24
1847,Crimson Token,Casual,44.47
1848,Legendary Bundle,Casual,38.23
1849,Quantum Chest,Simulation,48.91
1850,Quantum Crate,Casual,13.3
1851,Quantum Pack,Simulation,13.5
1852,Legendary Chest,Simulation,30.23
1853,Quantum Token,RPG,33.72
1854,Quantum Pass,Simulation,27.52
1855,Void Crate,Racing,46.98
1856,Void Booster,Sports,24.57
1857,Crimson Booster,Strategy,26.42
1858,Shadow Gem,Adventure,52.32
1859,Void Booster,Casual,14.89
1860,Shadow Token,RPG,29.54
1861,Legendary Skin,Simulation,30.54
1862,Shadow Token,Sports,16.81
1863,Crimson Bundle,Simulation,24.72
1864,Neon Chest,Shooter,24.16
1865,Mystic Upgrade,Racing,16.89
1866,Legendary Pack,Sports,11.23
1867,Epic Chest,Adventure,14.8
1868,Azure Chest,Strategy,24.65
1869,Epic Pack,Casual,18.56
1870,Neon Bundle,Simulation,10.68
1871,Solar Bundle,Casual,67.0
1872,Quantum Token,Adventure,25.55
1873,Azure Skin,Sports,23.6
1874,Epic Token,Adventure,10.14
1875,Azure Token,Shooter,44.63
1876,Legendary Pack,Adventure,62.51
1877,Mystic Pack,Simulation,29.94
1878,Legendary Bundle,Casual,19.96
1879,Shadow Upgrade,Adventure,23.89
1880,Crimson Bundle,Casual,19.98
1881,Solar Gem,Sports,17.26
1882,Void Pass,Puzzle,20.52
1883,Neon Booster,Adventure,33.59
1884,Shadow Pass,Shooter,30.64
1885,Legendary Pack,Puzzle,105.84
1886,Legendary Bundle,Strategy,51.85
1887,Epic Token,Shooter,7.39
1888,Epic Pack,Sports,39.83
1889,Quantum Pack,Simulation,127.44
1890,Solar Crate,Shooter,46.84
1891,Void Booster,Puzzle,16.06
1892,Quantum Booster,RPG,42.04
1893,Epic Token,Sports,20.62
1894,Legendary Skin,Simulation,12.85
1895,Neon Crate,Simulation,26.72
1896,Crimson Crate,Racing,55.81
1897,Legendary Chest,Simulation,50.74
1898,Crimson Bundle,Sports,21.54
1899,Quantum Skin,RPG,17.94
1900,Mystic Skin,RPG,61.23
1901,Azure Token,Racing,52.2
1902,Crimson Pack,Racing,19.72
1903,Void Gem,RPG,16.4
1904,Epic Bundle,Casual,26.03
1905,Shadow Pack,Adventure,15.95
1906,Crimson Token,Shooter,61.92
1907,Void Upgrade,Casual,21.39
1908,Void Pack,Casual,70.71
1909,Neon Crate,Casual,13.46
1910,Shadow Gem,RPG,13.1
1911,Solar Upgrade,Puzzle,25.64
1912,Shadow Bundle,Puzzle,27.1
1913,Neon Pass,Casual,24.21
1914,Crimson Bundle,Strategy,15.1
1915,Mystic Pack,Racing,21.5
1916,Epic Upgrade,Puzzle,18.2
1917,Crimson Bundle,Casual,9.12
1918,Crimson Gem,Puzzle,17.83
1919,Mystic Gem,Strategy,20.38
1920,Neon Pass,RPG,9.93
1921,Azure Crate,Shooter,41.77
1922,Azure Gem,Casual,67.68
1923,Crimson Gem,Sports,25.12
1924,Azure Chest,Sports,10.92
1925,Shadow Upgrade,Casual,21.47
1926,Neon Pass,Adventure,22.54
1927,Epic Skin,Puzzle,27.96
1928,Shadow Gem,Casual,72.59
1929,Void Bundle,Adventure,12.84
1930,Legendary Booster,Racing,29.73
1931,Neon Crate,Simulation,39.86
1932,Azure Bundle,Strategy,38.63
1933,Solar Crate,Sports,47.84
1934,Legendary Skin,Adventure,24.5
1935,Epic Crate,Adventure,24.2
1936,Neon Pack,Adventure,27.35
1937,Neon Gem,Casual,24.59
1938,Quantum Upgrade,Sports,15.46
1939,Crimson Booster,RPG,27.8
1940,Azure Gem,Shooter,33.29
1941,Mystic Crate,Sports,17.69
1942,Neon Bundle,Puzzle,32.67
1943,Quantum Skin,Racing,15.76
1944,Legendary Upgrade,Adventure,20.1
1945,Azure Pack,Simulation,22.31
1946,Shadow Booster,RPG,46.77
1947,Solar Bundle,Strategy,29.57
1948,Solar Upgrade,Racing,40.21
1949,Quantum Chest,RPG,28.43
1950,Quantum Chest,Sports,33.17
1951,Crimson Booster,Puzzle,21.14
1952,Solar Upgrade,Sports,24.88
1953,Shadow Token,Simulation,45.03
1954,Crimson Pack,Puzzle,9.98
1955,Crimson Upgrade,Sports,24.62
1956,Shadow Token,Simulation,27.34
1957,Shadow Upgrade,Puzzle,33.49
1958,Neon Crate,Sports,27.54
1959,Quantum Bundle,Adventure,25.88
1960,Quantum Gem,Sports,13.33
1961,Azure Booster,Sports,17.89
1962,Solar Skin,Sports,52.79
1963,Quantum Token,Simulation,65.83
1964,Mystic Booster,Puzzle,37.47
1965,Solar Upgrade,Casual,15.37
1966,Mystic Pass,Adventure,41.49
1967,Shadow Upgrade,Puzzle,37.52
1968,Epic Crate,Adventure,15.66
1969,Legendary Booster,Simulation,24.4
1970,Legendary Booster,Sports,171.19
1971,Crimson Booster,Strategy,35.18
1972,Quantum Skin,Casual,21.5
1973,Mystic Gem,Adventure,13.96
1974,Quantum Token,Adventure,26.45
1975,Legendary Pass,Adventure,37.9
1976,Solar Bundle,Sports,117.35
1977,Neon Skin,RPG,40.48
1978,Epic Pack,Simulation,30.93
1979,Mystic Gem,Puzzle,47.99
1980,Shadow Pass,Casual,8.57
1981,Neon Pack,Casual,11.07
1982,Quantum Token,Puzzle,24.75
1983,Mystic Booster,Racing,29.13
1984,Crimson Token,Shooter,5.72
1985,Mystic Chest,RPG,87.93
1986,Crimson Skin,Shooter,15.18
1987,Mystic Upgrade,Adventure,11.03
1988,Mystic Chest,Racing,35.48
1989,Quantum Skin,Simulation,93.95
1990,Azure Booster,Sports,7.3
1991,Neon Crate,Racing,36.86
1992,Mystic Pack,Shooter,7.02
1993,Solar Skin,RPG,27.88
1994,Azure Pack,Shooter,5.95
1995,Shadow Crate,Shooter,13.93
1996,Void Gem,Puzzle,28.05
1997,Legendary Booster,RPG,44.88
1998,Quantum Bundle,Strategy,41.25
1999,Legendary Token,Puzzle,40.96
2000,Epic Bundle,Casual,21.19
2001,Mystic Upgrade,Adventure,19.8
2002,Epic Pass,Racing,31.68
2003,Azure Pack,Puzzle,21.25
2004,Quantum Token,Adventure,25.24
2005,Epic Gem,Sports,25.39
2006,Mystic Booster,Racing,45.66
2007,Solar Bundle,Puzzle,22.89
2008,Crimson Booster,Adventure,30.2
2009,Crimson Gem,Casual,23.16
2010,Neon Chest,Simulation,6.95
2011,Solar Booster,Shooter,32.32
2012,Crimson Crate,Shooter,14.32
2013,Mystic Gem,Strategy,24.74
2014,Legendary Pack,Strategy,22.1
2015,Void Pass,Racing,32.52
2016,Legendary Chest,Sports,10.98
2017,Void Pass,Puzzle,57.82
2018,Solar Chest,Sports,29.75
2019,Azure Pass,Sports,21.52
2020,Crimson Crate,Puzzle,25.98
2021,Mystic Pass,Strategy,48.52
2022,Legendary Pass,Puzzle,25.38
2023,Quantum Crate,Simulation,24.24
2024,Solar Token,Casual,26.49
2025,Mystic Token,Racing,41.4
2026,Solar Crate,Adventure,18.54
2027,Epic Pass,Shooter,27.48
2028,Solar Crate,Simulation,27.9
2029,Epic Upgrade,Racing,34.7
2030,Neon Gem,RPG,44.53
2031,Azure Pack,Sports,25.71
2032,Legendary Pack,Strategy,18.49
2033,Legendary Token,Simulation,36.87
2034,Quantum Skin,Simulation,9.57
2035,Void Pack,Strategy,12.85
2036,Epic Pack,Shooter,13.36
2037,Neon Skin,Casual,15.96
2038,Legendary Chest,RPG,10.65
2039,Void Gem,Casual,43.56
2040,Void Pass,Racing,19.98
2041,Void Token,Strategy,8.72
2042,Epic Booster,Simulation,11.92
2043,Quantum Pass,Adventure,29.62
2044,Legendary Skin,Sports,9.21
2045,Crimson Token,Shooter,26.13
2046,Azure Bundle,Casual,24.08
2047,Neon Skin,RPG,22.45
2048,Epic Token,Puzzle,24.41
2049,Mystic Bundle,Adventure,12.67
2050,Neon Pack,RPG,17.87
2051,Mystic Upgrade,Adventure,11.41
2052,Void Chest,Racing,15.44
2053,Solar Gem,Shooter,16.57
2054,Void Pass,Puzzle,17.04
2055,Neon Skin,Puzzle,19.67
2056,Legendary Booster,Adventure,28.96
2057,Legendary Bundle,Simulation,22.61
2058,Crimson Skin,RPG,19.35
2059,Mystic Pass,RPG,14.39
2060,Legendary Skin,Adventure,14.48
2061,Solar Upgrade,Puzzle,29.6
2062,Legendary Crate,Racing,19.95
2063,Mystic Booster,Strategy,22.24
2064,Shadow Token,Sports,57.9
2065,Crimson Crate,Strategy,12.2
2066,Void Skin,Puzzle,16.56
2067,Crimson Pass,Simulation,55.56
2068,Mystic Upgrade,Adventure,22.01
2069,Mystic Crate,Shooter,23.74
2070,Neon Booster,Strategy,78.57
2071,Crimson Chest,Racing,104.38
2072,Crimson Booster,Adventure,51.53
2073,Azure Skin,Puzzle,18.79
2074,Neon Chest,Racing,29.43
2075,Mystic Chest,Shooter,9.91
2076,Solar Chest,Adventure,26.09
2077,Azure Bundle,Adventure,29.41
2078,Solar Booster,Shooter,21.14
2079,Crimson Skin,Strategy,25.13
2080,Solar Gem,Shooter,69.63
2081,Mystic Gem,Shooter,20.62
2082,Legendary Booster,Puzzle,27.02
2083,Epic Skin,Puzzle,26.96
2084,Azure Skin,RPG,36.34
2085,Neon Crate,Racing,23.87
2086,Solar Crate,Adventure,21.92
2087,Mystic Skin,Shooter,44.43
2088,Neon Pass,Puzzle,21.32
2089,Legendary Token,Sports,19.14
2090,Shadow Skin,Sports,28.1
2091,Epic Gem,Shooter,23.96
2092,Quantum Gem,Adventure,23.03
2093,Solar Gem,Shooter,39.23
2094,Neon Token,Casual,16.74
2095,Legendary Pack,Adventure,14.51
2096,Solar Token,Racing,32.66
2097,Mystic Skin,Shooter,36.29
2098,Azure Crate,Strategy,26.28
2099,Void Bundle,Adventure,12.66
2100,Void Upgrade,Casual,95.15
2101,Epic Token,Adventure,32.35
2102,Azure Chest,Casual,31.6
2103,Neon Skin,RPG,12.31
2104,Crimson Pack,Puzzle,19.01
2105,Crimson Crate,Strategy,33.53
2106,Azure Skin,Casual,35.4
2107,Void Booster,Adventure,18.32
2108,Crimson Crate,Casual,77.02
2109,Void Pass,Puzzle,33.08
2110,Quantum Gem,Racing,17.19
2111,Neon Bundle,Strategy,16.3
2112,Void Token,Adventure,15.15
2113,Mystic Bundle,RPG,13.06
2114,Void Gem,Casual,24.03
2115,Crimson Bundle,Sports,29.44
2116,Crimson Crate,Adventure,62.03
2117,Quantum Gem,Casual,38.38
2118,Solar Upgrade,Racing,49.82
2119,Azure Chest,Simulation,18.14
2120,Shadow Crate,Racing,30.53
2121,Quantum Gem,Casual,24.63
2122,Neon Booster,RPG,12.29
2123,Quantum Token,Sports,35.97
2124,Crimson Chest,Sports,47.82
2125,Mystic Booster,Sports,17.53
2126,Azure Token,Adventure,50.25
2127,Legendary Bundle,Simulation,32.16
2128,Quantum Bundle,Adventure,21.44
2129,Shadow Token,Strategy,36.37
2130,Legendary Crate,Casual,60.43
2131,Solar Token,Adventure,76.15
2132,Crimson Pack,Casual,27.43
2133,Neon Gem,Shooter,47.78
2134,Shadow Pack,Shooter,64.19
2135,Solar Booster,Puzzle,25.41
2136,Mystic Gem,Shooter,33.47
2137,Neon Pack,RPG,8.66
2138,Legendary Pack,Puzzle,15.87
2139,Azure Booster,Casual,24.94
2140,Azure Upgrade,Casual,9.7
2141,Crimson Upgrade,Casual,17.5
2142,Epic Crate,Puzzle,52.89
2143,Azure Pack,Sports,24.39
2144,Mystic Pack,Racing,54.22
2145,Legendary Gem,Casual,35.59
2146,Shadow Pass,Sports,10.66
2147,Mystic Gem,Racing,15.38
2148,Crimson Token,Racing,24.75
2149,Crimson Gem,Racing,32.32
2150,Epic Chest,Simulation,29.84
2151,Epic Crate,Sports,20.3
2152,Quantum Gem,Adventure,20.77
2153,Epic Crate,RPG,33.96
2154,Quantum Upgrade,Sports,10.25
2155,Azure Crate,Puzzle,13.83
2156,Epic Pass,Adventure,32.08
2157,Mystic Upgrade,Shooter,17.69
2158,Epic Pass,Strategy,30.64
2159,Epic Booster,Simulation,26.61
2160,Epic Pass,Adventure,7.75
2161,Epic Gem,Puzzle,15.29
2162,Solar Crate,Racing,42.34
2163,Neon Skin,Adventure,16.24
2164,Quantum Upgrade,Puzzle,55.31
2165,Solar Chest,Puzzle,13.87
2166,Solar Pass,Adventure,69.99
2167,Shadow Token,Sports,20.0
2168,Quantum Gem,Strategy,38.62
2169,Void Crate,Racing,37.44
2170,Azure Pack,RPG,62.86
2171,Solar Chest,Strategy,28.0
2172,Shadow Pass,Puzzle,36.85
2173,Azure Crate,Casual,18.75
2174,Neon Booster,Shooter,21.81
2175,Shadow Upgrade,Adventure,17.48
2176,Azure Pack,Strategy,18.46
2177,Legendary Bundle,Simulation,4.52
2178,Epic Gem,Adventure,22.15
2179,Neon Pass,Casual,24.46
2180,Void Chest,Simulation,9.64
2181,Epic Bundle,Racing,43.74
2182,Azure Pass,Strategy,15.33
2183,Crimson Gem,Racing,25.22
2184,Shadow Crate,Strategy,39.13
2185,Legendary Upgrade,Casual,19.29
2186,Azure Pack,Shooter,26.42
2187,Epic Skin,Strategy,24.91
2188,Crimson Pass,Strategy,28.36
2189,Epic Pack,Sports,26.53
2190,Void Crate,Shooter,22.8
2191,Solar Upgrade,Sports,13.94
2192,Epic Pass,Shooter,51.88
2193,Neon Upgrade,Casual,26.47
2194,Void Chest,Racing,19.4
2195,Legendary Chest,Simulation,10.46
2196,Crimson Upgrade,Casual,45.49
2197,Epic Bundle,Casual,13.09
2198,Shadow Booster,Adventure,32.29
2199,Neon Chest,Puzzle,21.67
2200,Crimson Pack,Puzzle,36.29
2201,Quantum Crate,Adventure,62.76
2202,Neon Upgrade,Racing,13.53
2203,Void Skin,Shooter,12.53
2204,Crimson Pass,Simulation,31.16
2205,Epic Crate,Simulation,50.56
2206,Solar Bundle,Shooter,20.35
2207,Quantum Crate,Puzzle,24.3
2208,Crimson Bundle,Simulation,10.61
2209,Mystic Token,Strategy,45.34
2210,Neon Pack,RPG,25.51
2211,Epic Gem,RPG,44.54
2212,Void Pass,Sports,29.24
2213,Solar Booster,Adventure,22.21
2214,Crimson Crate,RPG,45.17
2215,Void Gem,Adventure,27.23
2216,Azure Gem,Simulation,11.17
2217,Epic Token,Adventure,41.18
2218,Azure Token,Sports,56.63
2219,Neon Pass,Adventure,15.86
2220,Epic Token,Puzzle,23.35
2221,Shadow Pass,Puzzle,81.91
2222,Solar Booster,Sports,20.12
2223,Crimson Pack,Strategy,13.08
2224,Mystic Booster,Sports,17.21
2225,Solar Booster,Adventure,20.64
2226,Quantum Token,Strategy,48.68
2227,Mystic Bundle,Shooter,18.96
2228,Solar Upgrade,Simulation,39.15
